"Backend Name","Backend Rate","V6 Function Name"
HEDISMY2021IADTELAL,alp.cln.nec,measure.HEDIS_MY2021_IAD
HEDISMY2020LBP,alp.cln.inv.nec,measure.HEDIS_MY2020_LBP
"HEDISPMHP2018AdolescentImmC2",Default,"measure.HEDISPMHP2018AdolescentImmC2"
HEDISMY2021IADOUTAL,ine,measure.HEDIS_MY2021_IAD
HEDISMY2020ABXamino,alp,measure.HEDIS_MY2020_ABX
HEDISPMNIMY2020MPTANY,Default,"measure.HEDISPMNIMY2020MPTANY"
"Hedis2017MedicationManagementAsthma",Default,"measure.Hedis2017MedicationManagementAsthma"
HEDISMY2021PND1,ine,"measure.HEDIS_MY2021_PNDE"
OHA2021SBIRTClinical1,alp.cln,"measure.OHA2021SBIRTClinical1"
HEDISMY2020CISOPV,Default,measure.HEDIS_MY2020_CIS
HEDISMY2020FUI7,alp.cln.enc,measure.HEDIS_MY2020_FUI
HEDISMY2021ABXtet,alp.cln.enc,"measure.HEDIS_MY2021_ABXtet"
"HEDISPMHP2020DSFScreening45to64",Default,"measure.HEDISPMHP2020DSFScreening45to64"
HEDISHPNE2020CHL16to20,Default,"measure.HEDISHPNE2020CHL16to20"
OHA2021CSP1,alp.clnonly.enc,measure.OHA_2021_CSP
HEDISHPNEMY2020CCS,Default,"measure.HEDISHPNEMY2020CCS"
HEDISMY2021AISZOS,alp.clm.nec.age[65-200],"measure.HEDIS_MY2021_AISE"
HEDISMY2021CISHIB,alp.cln,measure.HEDIS_MY2021_CIS
"MH2020HealthRelatedSocialScreen",Default,"measure.MH2020HealthRelatedSocialScreen"
HEDISMY2021DSFA,alp.cln.age[18-64],"measure.HEDIS_MY2021_DSFE"
HEDISMY2020FUA7,alp.cln.enc,measure.HEDIS_MY2020_FUA
HEDISHPCNE2020ADV4to6,Default,"measure.HEDISHPCNE2020ADV4to6"
HEDISMY2021IETBT,alp.nec,measure.HEDIS_MY2021_IET
"Hedis2016DiabetesScreenforSchizo",Default,"measure.Hedis2016DiabetesScreenforSchizo"
HEDISHP2020ADV19to20,Default,"measure.HEDISHP2020ADV19to20"
"HEDISPM2020FUM30Day65plus",Default,"measure.HEDISPM2020FUM30Day65plus"
HEDISMY2020IADOUTT,alp.clm.nec,measure.HEDIS_MY2020_IAD
"HEDISPMNI2020DSFFollowUp45to64",Default,"measure.HEDISPMNI2020DSFFollowUp45to64"
OHA2021AdolImmIMAMEN,Default,measure.OHA_2021_AdolImm
HEDISHPMY2020AISPNEU,Default,"measure.HEDISHPMY2020AISPNEU"
"HEDISHPCNE2020PCEBronchodilators",Default,"measure.HEDISHPCNE2020PCEBronchodilators"
"HEDISPMHP2019CopdCorticosteroids",Default,"measure.HEDISPMHP2019CopdCorticosteroids"
"HEDISPM2019MedMonitorPersistentMedsTotal",Default,"measure.HEDISPM2019MedMonitorPersistentMedsTotal"
HEDISMY2020DRRB,alp.cln.age[12-64],measure.HEDIS_MY2020_DRR
HEDISPMNIMY2020SMC,Default,"measure.HEDISPMNIMY2020SMC"
HEDISMY2020IADANYOT,alp.clm,measure.HEDIS_MY2020_IAD
"CCO2017CMSDentalSealant10to14Claims",Default,"measure.CCO2017CMSDentalSealant10to14Claims"
HEDISPMNIMY2020MPTTEL,Default,"measure.HEDISPMNIMY2020MPTTEL"
OHA2021WCV,alp.age[18-21],measure.OHA_2021_WCV
"ArcadiaHEDISDiabetesBPControl",Default,"measure.ArcadiaHEDISDiabetesBPControl"
HEDISMY2020CISCMB2,alp.cln.nec,measure.HEDIS_MY2020_CIS
HEDISMY2020COUA,alp,measure.HEDIS_MY2020_COU
"HEDISHP2018MedManageAsthma50Percent12to18",Default,"measure.HEDISHP2018MedManageAsthma50Percent12to18"
"HEDISHPNE2018AODEngagementAlcohol",Default,"measure.HEDISHPNE2018AODEngagementAlcohol"
"HEDISHPC2019PsychosocialCare12to17",Default,"measure.HEDISHPC2019PsychosocialCare12to17"
OHA2021ChildImmC2CISOPV,alp.cln,"measure.OHA_2021_ChildhoodImmC2"
HEDISPMHPMY2020DMS2,Default,"measure.HEDISPMHPMY2020DMS2"
"HEDISPMNI2018BreastCancerScreening",Default,"measure.HEDISPMNI2018BreastCancerScreening"
HEDISMY2020IADINPT,alp.clm,measure.HEDIS_MY2020_IAD
"HEDISHPC2019MedManageAsthma50Percent5to64",Default,"measure.HEDISHPC2019MedManageAsthma50Percent5to64"
HEDISCERTMY2020WCV18to21,Default,"measure.HEDISCERTMY2020WCV18to21"
"CMS165v7NIControllingHighBP",Default,"measure.CMS165v7NIControllingHighBP"
"HEDISPMNI2019ChildPrimaryCare12to19",Default,"measure.HEDISPMNI2019ChildPrimaryCare12to19"
"HEDISPM2020APMCholesterol1to17",Default,"measure.HEDISPM2020APMCholesterol1to17"
HEDISMY2020HPCT,alp.clm,measure.HEDIS_MY2020_HPC
HEDISMY2020AISPNEU,alp.nec.age[65-200],measure.HEDIS_MY2020_AIS
HEDISPMHP2020ABA,Default,measure.HEDISPMHP2020ABA
"HEDISPMNI2020LBPAvoidanceOfImaging",Default,"measure.HEDISPMNI2020LBPAvoidanceOfImaging"
"HEDISHP2020ChildPrimaryCare25Mto6",Default,"measure.HEDISHP2020ChildPrimaryCare25Mto6"
"CMS122v9DiabetesA1cNotPoorControlClinical",Default,"measure.CMS122v9DiabetesA1cNotPoorControlClinical"
"HEDISHPCNE2018PsychosocialCare",Default,"measure.HEDISHPCNE2018PsychosocialCare"
"HEDISPMHP2018ChildhoodImmC3",Default,"measure.HEDISPMHP2018ChildhoodImmC3"
HEDISPMNIMY2020LBP,Default,"measure.HEDISPMNIMY2020LBP"
HEDISPMMY2020IETAOP,Default,"measure.HEDISPMMY2020IETAOP"
HEDISMY2021PDS1,alp.cln,"measure.HEDIS_MY2021_PDSE"
"HEDISHPCNE2019OlderAdultsMedReview",Default,"measure.HEDISHPCNE2019OlderAdultsMedReview"
HEDISMY2021FUI7,Default,measure.HEDIS_MY2021_FUI
HEDISHPNE2020OMW,Default,measure.HEDISHPNE2020OMW
HEDISMY2020IETAAL,age[18-200],measure.HEDIS_MY2020_IET
"CadDmLvefAceArbNQF0066QID118Year2019",Default,"measure.CadDmLvefAceArbNQF0066QID118Year2019"
"HEDISHPCNEMY2020URIInverse",Default,"measure.HEDISHPCNEMY2020URIInverse"
"Hedis2016CDCSmokingStatus",Default,"measure.Hedis2016CDCSmokingStatus"
"HEDISHP2020TelehealthAdjFUH30Day",Default,"measure.HEDISHP2020TelehealthAdjFUH30Day"
HEDISMY2021PPC2,alp.cln.nec,measure.HEDIS_MY2021_PPC
OHA2021CSP2,alp.clnonly,measure.OHA_2021_CSP
HEDISHPCNEMY2020IETAAL,Default,"measure.HEDISHPCNEMY2020IETAAL"
HEDISMY2021ABXazith,alp.clm,"measure.HEDIS_MY2021_ABXazith"
HEDISHPMY2020CISHIB,Default,"measure.HEDISHPMY2020CISHIB"
"HEDISHPNE2020UtilizationPHQ9AssessmentPeriod2",Default,"measure.HEDISHPNE2020UtilizationPHQ9AssessmentPeriod2"
"HEDISHPNE2020COAMedReview",Default,"measure.HEDISHPNE2020COAMedReview"
HEDISMY2020CWP,alp.cln.enc.age[3-17],measure.HEDIS_MY2020_CWP
HEDISMY2021URI,alp.inv.nec.age[0-17],measure.HEDIS_MY2021_URI
"HEDISPM2018MedMonitorDiuretics",Default,"measure.HEDISPM2018MedMonitorDiuretics"
HEDISMY2020IADOUTOT,alp.clm,measure.HEDIS_MY2020_IAD
"HEDISPMNI2020CervicalCancerScreen",Default,"measure.HEDISPMNI2020CervicalCancerScreen"
"HEDISHPNEMY2020IETAAL18plus",Default,"measure.HEDISHPNEMY2020IETAAL18plus"
HEDISMY2020IADINPOP,alp.nec,measure.HEDIS_MY2020_IAD
HEDISHPMY2020AISZOS,Default,"measure.HEDISHPMY2020AISZOS"
HEDISHPCMY2020PODA,Default,"measure.HEDISHPCMY2020PODA"
HEDISMY2021ABXclind,alp.cln.nec,"measure.HEDIS_MY2021_ABXclind"
"HEDISHP2019AODInitiationOpioid",Default,"measure.HEDISHP2019AODInitiationOpioid"
HEDISMY2021AMBOV,Default,measure.HEDIS_MY2021_AMB
HEDISMY2021FSPCHO,alp.clm.nec,measure.HEDIS_MY2021_FSP
HEDISMY2020IETAAL,alp.cln.age[13-17],measure.HEDIS_MY2020_IET
HEDISMY2021UOPC,ine,measure.HEDIS_MY2021_UOP
AMPMY2020CISVZV,alp.cln.enc,measure.AMPMY2020CISVZV
HEDISMY2021FUA30,alp.nec,measure.HEDIS_MY2021_FUA
HEDISMY2021APM3,ine,measure.HEDIS_MY2021_APM
"HEDISHPNE2018CardioMonitoringforSchizo",Default,"measure.HEDISHPNE2018CardioMonitoringforSchizo"
"CMS2v8DepressionScreenClinicalSiteSpecific",Default,"measure.CMS2v8DepressionScreenClinicalSiteSpecific"
OHA2021CSP2,alp.cln.nec,measure.OHA_2021_CSP
"UDS2017DentalSealantClinicalSiteSpecific",Default,"measure.UDS2017DentalSealantClinicalSiteSpecific"
"HEDISPMHP2020URI3Moto17Inverse",Default,"measure.HEDISPMHP2020URI3Moto17Inverse"
HEDISMY2021IETBAL,alp.cln.enc.age[18-200],measure.HEDIS_MY2021_IET
HEDISMY2021IMACMB2,Default,measure.HEDIS_MY2021_IMA
HEDISMY2020URI,alp.inv.age[0-17],measure.HEDIS_MY2020_URI
AMPMY2020AMR,alp.cln.age[19-50],measure.AMPMY2020AMR
"ArcadiaHEDISBMIPercentileforChildrenAdolescents",Default,"measure.ArcadiaHEDISBMIPercentileforChildrenAdolescents"
"HEDISPMHP2020TelehealthAdjW34",Default,"measure.HEDISPMHP2020TelehealthAdjW34"
HEDISMY2020DSFB,alp.cln.enc.age[12-17],"measure.HEDIS_MY2020_DSFE"
HEDISMY2020W30A,alp.cln.nec,measure.HEDIS_MY2020_W30
HEDISMY2021PBH,alp.nec,measure.HEDIS_MY2021_PBH
AMPMY2020CISVZV,alp.clm,measure.AMPMY2020CISVZV
"HEDISHP2020AAPCommercial45to64",Default,"measure.HEDISHP2020AAPCommercial45to64"
HEDISMY2020PCR,alp.age[18-64],measure.HEDIS_MY2020_PCR
HEDISMY2020PND1B,alp.nec,measure.HEDIS_MY2020_PND
HEDISMY2021AAB,age[0-17],measure.HEDIS_MY2021_AAB
HEDISMY2021FSPHYV,Default,measure.HEDIS_MY2021_FSP
HEDISMY2020UOPC,alp,measure.HEDIS_MY2020_UOP
HEDISMY2020FUH30,ine.age[18-64],measure.HEDIS_MY2020_FUH
"AZMedicaid2019DentalSealantsAge6to9",Default,"measure.AZMedicaid2019DentalSealantsAge6to9"
HEDISMY2020IADOUTOP,alp,measure.HEDIS_MY2020_IAD
HEDISMY2020COUB,alp.nec.age[18-64],measure.HEDIS_MY2020_COU
HEDISHP2020NCSInverted,Default,"measure.HEDISHP2020NCSInverted"
HEDISMY2020TRCMA,alp.cln.nec,measure.HEDIS_MY2020_TRC
HEDISMY2021IADIOPT,ine,measure.HEDIS_MY2021_IAD
"HEDISHPCNE2020APMCholesterol1to17",Default,"measure.HEDISHPCNE2020APMCholesterol1to17"
"HEDISHPCNE2020FUI7dayTotal",Default,"measure.HEDISHPCNE2020FUI7dayTotal"
HEDISHP2020NCS,Default,measure.HEDISHP2020NCS
"AZMedicaid2019MentalIllnessFollowUp7Day1820",Default,"measure.AZMedicaid2019MentalIllnessFollowUp7Day1820"
HEDISMY2020FUA30,alp.nec.age[18-200],measure.HEDIS_MY2020_FUA
HEDISMY2021AMM3,alp.cln.nec,measure.HEDIS_MY2021_AMM
"PQA2018CholesterolMedAdherenceDispensed",Default,"measure.PQA2018CholesterolMedAdherenceDispensed"
HEDISMY2021FSPPROS,alp.nec,measure.HEDIS_MY2021_FSP
"Hedis2016AdultBMIAssessment",Default,"measure.Hedis2016AdultBMIAssessment"
HEDISPMHPMY2020OMW,Default,"measure.HEDISPMHPMY2020OMW"
"HEDISHPC2020AODEngagementTotal",Default,"measure.HEDISHPC2020AODEngagementTotal"
HEDISMY2020URIA,Default,measure.HEDIS_MY2020_URI
HEDISMY2020AAB,alp.cln.inv,measure.HEDIS_MY2020_AAB
HEDISMY2021SPCA,alp.cln.nec,measure.HEDIS_MY2021_SPC
"HEDISHPMY2020IETBAL13to17",Default,"measure.HEDISHPMY2020IETBAL13to17"
HEDISMY2020PCE1,alp.clm.nec,measure.HEDIS_MY2020_PCE
UDS2020ChildhoodImm,Default,"measure.UDS2020ChildhoodImm"
OHA2021CSP2,alp,measure.OHA_2021_CSP
HEDISMY2020IPUS,alp.cln.nec,measure.HEDIS_MY2020_IPU
HEDISMY2021BCS,Default,measure.HEDIS_MY2021_BCS
HEDISMY2021FMC,alp.cln.nec.age[65-200],measure.HEDIS_MY2021_FMC
"HEDISPMNI2019MedMonitorDiuretics",Default,"measure.HEDISPMNI2019MedMonitorDiuretics"
CMSCORE2021OUD4,alp.clm,"measure.CMS_CORE_2021_OUD"
HEDISMY2021FSPPCI,alp.cln,measure.HEDIS_MY2021_FSP
HEDISMY2021EDU,alp.clm,measure.HEDIS_MY2021_EDU
HEDISMY2021ABXmisc,alp.cln,"measure.HEDIS_MY2021_ABXmisc"
"HEDISPM2019MedManageAsthma75Percent12to18",Default,"measure.HEDISPM2019MedManageAsthma75Percent12to18"
HEDISMY2020APP,alp.age[12-17],measure.HEDIS_MY2020_APP
HEDISMY2020IMACMB2,alp.cln.enc,measure.HEDIS_MY2020_IMA
HEDISPMHPMY2020IETBT,Default,"measure.HEDISPMHPMY2020IETBT"
HEDISMY2020FSPCE,Default,measure.HEDIS_MY2020_FSP
HEDISMY2021AAB,alp.inv.nec.age[65-200],measure.HEDIS_MY2021_AAB
HEDISMY2021DSFB,alp.clm.age[65-200],"measure.HEDIS_MY2021_DSFE"
ACO2019DM2,Default,measure.ACO2019DM2
HEDISHPC2020WCCBMI,Default,"measure.HEDISHPC2020WCCBMI"
HEDISMY2020COUA,alp.cln.nec.age[65-200],measure.HEDIS_MY2020_COU
CMSACO2020PREV7,Default,measure.CMSACO2020PREV7
HEDISMY2021PRSCMB,alp.clm,"measure.HEDIS_MY2021_PRSE"
HEDISPMNI2020WCCPA12to17,Default,"measure.HEDISPMNI2020WCCPA12to17"
HEDISHPC2019DentalVisit,Default,"measure.HEDISHPC2019DentalVisit"
OHA2021ChildImmC2CISHIB,alp.cln.enc,"measure.OHA_2021_ChildhoodImmC2"
HEDISHPNE2020ADV19to20,Default,"measure.HEDISHPNE2020ADV19to20"
HEDISHPMY2020CISCMB6,Default,"measure.HEDISHPMY2020CISCMB6"
HEDISHPNEMY2020IMACMB2,Default,"measure.HEDISHPNEMY2020IMACMB2"
HEDISMY2020CRE3,alp.clm.age[18-64],measure.HEDIS_MY2020_CRE
HEDISMY2020IADTELOP,alp.clm.nec,measure.HEDIS_MY2020_IAD
"HEDISHPCNE2020UtilizationPHQ9AssessmentPeriod1",Default,"measure.HEDISHPCNE2020UtilizationPHQ9AssessmentPeriod1"
HEDISMY2021CHL,alp.cln.enc.age[16-20],measure.HEDIS_MY2021_CHL
"HEDISHP2019PsychosocialCare12to17",Default,"measure.HEDISHP2019PsychosocialCare12to17"
"HEDISPM2020AntibioticAvoidBronchitis3to17",Default,"measure.HEDISPM2020AntibioticAvoidBronchitis3to17"
"AZMedicaid2019MentalIllnessFollowUp7Day21Plus",Default,"measure.AZMedicaid2019MentalIllnessFollowUp7Day21Plus"
HEDISHPMY2020IETBT,Default,"measure.HEDISHPMY2020IETBT"
HEDISMY2021PRSCMB,alp,"measure.HEDIS_MY2021_PRSE"
"HEDISPMNI2020PsychosocialCare1to5",Default,"measure.HEDISPMNI2020PsychosocialCare1to5"
"HEDISHPC2018CopdCorticosteroids",Default,"measure.HEDISHPC2018CopdCorticosteroids"
HEDISMY2020SPDB,alp.clm,measure.HEDIS_MY2020_SPD
HEDISMY2020AAP,alp.clm,measure.HEDIS_MY2020_AAP
HEDISPMNIMY2020CHL,Default,"measure.HEDISPMNIMY2020CHL"
HEDISMY2021APP,alp.cln.nec,measure.HEDIS_MY2021_APP
HEDISMY2020COA4,alp,measure.HEDIS_MY2020_COA
"HEDISPMNI2019ChlamydiaScreening16to20",Default,"measure.HEDISPMNI2019ChlamydiaScreening16to20"
"HEDISHPNE2018AODEngagementOpioid",Default,"measure.HEDISHPNE2018AODEngagementOpioid"
HEDISMY2021IETBOT,alp.clm.nec.age[13-17],measure.HEDIS_MY2021_IET
CMS131v6DmEyeExam,Default,"measure.CMS131v6DmEyeExam"
HEDISMY2020IETAOT,alp.nec.age[13-64],measure.HEDIS_MY2020_IET
HEDISMY2021FUH30,ine.age[6-17],measure.HEDIS_MY2021_FUH
OHA2021CSP3,alp.clnonly.enc,measure.OHA_2021_CSP
"HEDISPM2020DiabetesMonitoringforSchizo",Default,"measure.HEDISPM2020DiabetesMonitoringforSchizo"
HEDISMY2020LBP,Default,measure.HEDIS_MY2020_LBP
"HEDISPM2020TelehealthAdjAPP12to17",Default,"measure.HEDISPM2020TelehealthAdjAPP12to17"
HEDISPMNI2019ChildURI,Default,"measure.HEDISPMNI2019ChildURI"
HEDISMY2021FSPCHC,alp,measure.HEDIS_MY2021_FSP
HEDISMY2021CRE4,ine,measure.HEDIS_MY2021_CRE
HEDISMY2021WCV,alp.nec.age[3-6],measure.HEDIS_MY2021_WCV
"HEDISPMNI2019DepressionResponse",Default,"measure.HEDISPMNI2019DepressionResponse"
HEDISHPNE2020CDCEyeExam,Default,"measure.HEDISHPNE2020CDCEyeExam"
"Hedis2016ADHDFollowUpContinuation",Default,"measure.Hedis2016ADHDFollowUpContinuation"
OHA2022CSP1,Default,measure.OHA_2022_CSP
HEDISMY2021DMS2,alp.cln.nec,"measure.HEDIS_MY2021_DMSE"
HEDISMY2021SMD,alp.clm.nec,measure.HEDIS_MY2021_SMD
HEDISHPCNE2020URI18to64,Default,"measure.HEDISHPCNE2020URI18to64"
HEDISMY2021AAB,alp.inv,measure.HEDIS_MY2021_AAB
HEDISMY2020AAB,"alp.cln.inv.nec.age[0-17]",measure.HEDIS_MY2020_AAB
"AZMedicaidMedUtilizationAP0to18",Default,"measure.AZMedicaidMedUtilizationAP0to18"
"HEDISHP2020PharyngitisTesting",Default,"measure.HEDISHP2020PharyngitisTesting"
AMPMY2020AMR,alp.clm.nec.age[19-50],measure.AMPMY2020AMR
HEDISMY2020PBH,Default,measure.HEDIS_MY2020_PBH
OHA2022ChildImmCISROTA,alp.clm,"measure.OHA_2022_ChildhoodImm"
HEDISMY2021AISPNEU,alp,"measure.HEDIS_MY2021_AISE"
"HEDISPMNI2020AntibioticAvoidBronchitis65andUp",Default,"measure.HEDISPMNI2020AntibioticAvoidBronchitis65andUp"
"HEDISHPNEMY2020IETBOT13to17",Default,"measure.HEDISHPNEMY2020IETBOT13to17"
"HEDISPMHP2020TelehealthAdjW15FourVisits",Default,"measure.HEDISPMHP2020TelehealthAdjW15FourVisits"
HEDISMY2020PRSINFL,alp.clm.nec,"measure.HEDIS_MY2020_PRSE"
CMS2v7DepressionScreen,Default,"measure.CMS2v7DepressionScreen"
HEDISHPCMY2020DSFA,Default,"measure.HEDISHPCMY2020DSFA"
"HEDISPMNI2020DRRFollowUp45to64",Default,"measure.HEDISPMNI2020DRRFollowUp45to64"
HEDISMY2021COUA,alp.clm,measure.HEDIS_MY2021_COU
HEDISHPNEMY2020SPDA,Default,"measure.HEDISHPNEMY2020SPDA"
HEDISMY2020FSPCHO,alp.cln,measure.HEDIS_MY2020_FSP
HEDISMY2021LBP,alp.clm.inv,measure.HEDIS_MY2021_LBP
"HEDISPMNIMY2020URIInverse",Default,"measure.HEDISPMNIMY2020URIInverse"
HEDISMY2020ABXtet,alp.clm.nec,measure.HEDIS_MY2020_ABX
HEDISMY2020IETAAL,alp.cln.age[13-64],measure.HEDIS_MY2020_IET
HEDISMY2020DSFB,alp.age[65-200],"measure.HEDIS_MY2020_DSFE"
HEDISMY2020DDE2,alp.cln.nec,measure.HEDIS_MY2020_DDE
CMS2v9DepressionScreen,Default,"measure.CMS2v9DepressionScreen"
HEDISMY2021FUH7,alp.cln.age[6-17],measure.HEDIS_MY2021_FUH
"HEDISHP2020TeleHealthAdjCDCA1cNotPoorControl",Default,"measure.HEDISHP2020TeleHealthAdjCDCA1cNotPoorControl"
HEDISMY2020CISINFL,alp.cln.nec,measure.HEDIS_MY2020_CIS
HEDISHPC2020ADV4to6,Default,"measure.HEDISHPC2020ADV4to6"
CMSACO2021NIDM2,Default,measure.CMSACO2021NIDM2
"HEDIS2017DiabetesMonitoringforSchizo",Default,"measure.HEDIS2017DiabetesMonitoringforSchizo"
HEDISMY2021CCS,alp.cln,measure.HEDIS_MY2021_CCS
"HEDISPM2019CDCA1cNotPoorControl",Default,"measure.HEDISPM2019CDCA1cNotPoorControl"
"HEDISHPC2018MedMonitorDigoxin",Default,"measure.HEDISHPC2018MedMonitorDigoxin"
CMSCORE2021OUD5,alp.nec,"measure.CMS_CORE_2021_OUD"
HEDISMY2020IETAAL,alp.cln.enc,measure.HEDIS_MY2020_IET
ACO2015TobaccoCessation,Default,"measure.ACO2015TobaccoCessation"
HEDISHPNEMY2020MPTED,Default,"measure.HEDISHPNEMY2020MPTED"
"HEDISHPNE2020APMBloodGlucose12to17",Default,"measure.HEDISHPNE2020APMBloodGlucose12to17"
OHA2021DentalOral,alp.cln.age[1-5],"measure.OHA_2021_PREVENTIVEDENTAL"
HEDISMY2020HPCC,alp.cln.enc,measure.HEDIS_MY2020_HPC
"HEDISHPC2020TelehealthAdjAWC",Default,"measure.HEDISHPC2020TelehealthAdjAWC"
OHA2021CSP3,alp.clnonly,measure.OHA_2021_CSP
HEDISMY2020CWP,alp.clm,measure.HEDIS_MY2020_CWP
"HEDISHPCNEMY2020IETAOP18plus",Default,"measure.HEDISHPCNEMY2020IETAOP18plus"
HEDISMY2020FUH30,Default,measure.HEDIS_MY2020_FUH
"HEDISPMNI2018OlderAdultsFuncStatus",Default,"measure.HEDISPMNI2018OlderAdultsFuncStatus"
HEDISPMNI2020DDEDementia,Default,"measure.HEDISPMNI2020DDEDementia"
"HEDISPMHPMY2020WCCB12to17",Default,"measure.HEDISPMHPMY2020WCCB12to17"
HEDISMY2020PRSTD,alp.clm,"measure.HEDIS_MY2020_PRSE"
HEDISHPMY2020HDOInverse,Default,"measure.HEDISHPMY2020HDOInverse"
ACO2019MH1Age18NoEnc,Default,"measure.ACO2019MH1Age18NoEnc"
HEDISMY2021FSPLAM,Default,measure.HEDIS_MY2021_FSP
AMPMY2020AMR,alp.nec,measure.AMPMY2020AMR
HEDISMY2021PSA,alp,measure.HEDIS_MY2021_PSA
"HEDISHPNE2020COAFunctional",Default,"measure.HEDISHPNE2020COAFunctional"
AMPMY2020SPCB,alp.clm.nec,measure.AMPMY2020SPCB
HEDISHPMY2020AMM2,Default,"measure.HEDISHPMY2020AMM2"
HEDISMY2021WCV,alp.cln.enc.age[12-21],measure.HEDIS_MY2021_WCV
HEDISMY2021FSPCABG,alp.cln.nec,measure.HEDIS_MY2021_FSP
HEDISMY2021SSD,alp.cln.enc,measure.HEDIS_MY2021_SSD
HEDISMY2021IMACMB1,alp,measure.HEDIS_MY2021_IMA
HEDISMY2021PRSINFLB,alp,"measure.HEDIS_MY2021_PRSE"
HEDISMY2021DRRA,alp.clm.nec,"measure.HEDIS_MY2021_DRRE"
HEDISMY2020COUB,alp.age[65-200],measure.HEDIS_MY2020_COU
HEDISMY2021UOPB,alp.cln.nec,measure.HEDIS_MY2021_UOP
HEDISMY2021CISOPV,Default,measure.HEDIS_MY2021_CIS
"HEDISPMHP2020ChildhoodImmIPV",Default,"measure.HEDISPMHP2020ChildhoodImmIPV"
HEDISMY2020COA3,alp.cln.enc,measure.HEDIS_MY2020_COA
HEDISMY2020FUA30,alp.cln,measure.HEDIS_MY2020_FUA
"HEDISHP2019ChildhoodImmMMR",Default,"measure.HEDISHP2019ChildhoodImmMMR"
"HEDISPMHP2020TelehealthAdjAntidepressantMedManage",Default,"measure.HEDISPMHP2020TelehealthAdjAntidepressantMedManage"
"CCO2020AODInitiationAlcohol18plus",Default,"measure.CCO2020AODInitiationAlcohol18plus"
"HEDISHPCNE2020PsychosocialCare",Default,"measure.HEDISHPCNE2020PsychosocialCare"
HEDISMY2020AHUM,alp.clm.nec,measure.HEDIS_MY2020_AHU
"HEDISHP2020PharyngitisTesting65andUp",Default,"measure.HEDISHP2020PharyngitisTesting65andUp"
"CMS126v5AsthmaMedClinicalSiteSpecific",Default,"measure.CMS126v5AsthmaMedClinicalSiteSpecific"
"CMS155v8ChildWeightAssessPhysAct12to17",Default,"measure.CMS155v8ChildWeightAssessPhysAct12to17"
HEDISHPC2020CWP,Default,measure.HEDISHPC2020CWP
HEDISMY2020KED,alp.cln.age[75-85],measure.HEDIS_MY2020_KED
HEDISHPCNE2020COL,Default,"measure.HEDISHPCNE2020COL"
"HEDISHPNE2018AntipsychAdhere",Default,"measure.HEDISHPNE2018AntipsychAdhere"
"HEDISHPC2018CDCA1cTesting",Default,"measure.HEDISHPC2018CDCA1cTesting"
HEDISPMMY2020FUM30,Default,"measure.HEDISPMMY2020FUM30"
HEDISMY2020PDS2,alp.cln.enc,"measure.HEDIS_MY2020_PDSE"
HEDISMY2021IADANYOT,alp.cln.nec,measure.HEDIS_MY2021_IAD
HedisMedRec,Default,measure.HedisMedRec
HEDISMY2021DRRA,alp.cln.nec,"measure.HEDIS_MY2021_DRRE"
HEDISPMMY2020DRRC,Default,"measure.HEDISPMMY2020DRRC"
HEDISHPCNE2018BackPain,Default,"measure.HEDISHPCNE2018BackPain"
"GECMS130v8ColorectalCancerScreening",Default,"measure.GECMS130v8ColorectalCancerScreening"
"HEDISHPNE2020PCECorticosteroid",Default,"measure.HEDISHPNE2020PCECorticosteroid"
AMPMY2020CISMMR,alp.clm.nec,measure.AMPMY2020CISMMR
HEDISMY2021WCV,ine,measure.HEDIS_MY2021_WCV
HEDISMY2021AISTD,alp.cln.enc.age[65-200],"measure.HEDIS_MY2021_AISE"
OHA2021DentalDentalOral,alp.clm,"measure.OHA_2021_PREVENTIVEDENTAL"
"HEDISPMNI2019CDCA1cPoorControl",Default,"measure.HEDISPMNI2019CDCA1cPoorControl"
"HEDISHPNE2019OsteoporosisManagement",Default,"measure.HEDISHPNE2019OsteoporosisManagement"
"NQF0034ColorectalCancerScreening",Default,"measure.NQF0034ColorectalCancerScreening"
HEDISMY2020FMC,alp.nec.age[18-64],measure.HEDIS_MY2020_FMC
HEDISMY2021DDE1,alp.clm.nec,measure.HEDIS_MY2021_DDE
"OHA2022ADULTDIABETESORALEVAL",alp.cln.nec,"measure.OHA_2022_AdultDiabetesOralEval"
HEDISMY2020URIA,alp.cln.age[65-200],measure.HEDIS_MY2020_URI
HEDISHP2020PDSFollowUp,Default,"measure.HEDISHP2020PDSFollowUp"
HEDISMY2021WCV,alp.cln.nec.age[12-17],measure.HEDIS_MY2021_WCV
HEDISMY2020CRE3,Default,measure.HEDIS_MY2020_CRE
HEDISMY2020AISINFL,alp.cln.nec,measure.HEDIS_MY2020_AIS
"HEDISHPNE2020FUA30day13to18",Default,"measure.HEDISHPNE2020FUA30day13to18"
"HEDISHPCNEMY2020CWP18to64",Default,"measure.HEDISHPCNEMY2020CWP18to64"
"HEDISHP2018NutritionCounselChildAdol",Default,"measure.HEDISHP2018NutritionCounselChildAdol"
"OHA2022PreventiveDentalOralTotal",alp.cln.nec.age[6-14],"measure.OHA_2022_PREVENTIVEDENTAL"
HEDISMY2020CBP,alp.clm.nec.age[18-64],measure.HEDIS_MY2020_CBP
HEDISMY2021CISINFL,Default,measure.HEDIS_MY2021_CIS
HEDISMY2020IETAOP,alp,measure.HEDIS_MY2020_IET
